image_name,target
ISIC_7244873,0.0053661307
ISIC_6281906,0.0011638585
ISIC_4399858,0.0038716209
ISIC_7489564,0.36495143
ISIC_9986333,0.00012541696
ISIC_1859500,0.00013910553
ISIC_8200231,9.938122e-05
ISIC_6563695,0.012907754
ISIC_1847556,0.0057102973
ISIC_9509992,0.30834627
ISIC_0743090,0.033133235
ISIC_7540354,0.00263087
ISIC_9473491,0.13873623
ISIC_5179415,0.050743666
ISIC_1073350,0.00039492926
ISIC_6587018,0.00045740287
ISIC_5119261,0.00030969127
ISIC_2196918,0.11179719
ISIC_7779382,0.015064525
ISIC_2943284,0.028536415
ISIC_7281969,0.0005171468
ISIC_9239632,0.047509503
ISIC_3877643,0.0023423715
ISIC_3454208,9.389972e-05
ISIC_7330564,0.0010140258
ISIC_9371536,9.519236e-06
ISIC_5622828,0.28781447
ISIC_2172377,0.021533743
ISIC_5309814,7.2475545e-05
ISIC_3105703,0.05227598
ISIC_5620257,2.5369789e-05
ISIC_5039396,0.0014519012
ISIC_5764104,6.2158775e-05
ISIC_0333091,0.10652538
ISIC_1556209,0.0047282367
ISIC_8865220,0.00011116656
ISIC_9193122,0.009691972
ISIC_4517203,0.00014283787
ISIC_1655469,0.050277818
ISIC_5902170,0.000646664
ISIC_9092298,0.0041991635
ISIC_6105084,0.0022772616
ISIC_9743002,0.015413433
ISIC_0517460,0.15740167
ISIC_8000880,3.3115648e-05
ISIC_8743583,1.9880075e-05
ISIC_2465244,0.00035931054
ISIC_7472875,3.122714e-05
ISIC_5575021,0.007949728
ISIC_3571523,0.00013175671
ISIC_4352303,0.0032329017
ISIC_0792589,0.00011301142
ISIC_5031549,0.00029141034
ISIC_4575112,0.0016613845
ISIC_1227931,0.016398529
ISIC_3221265,6.98925e-05
ISIC_7780240,0.0012197274
ISIC_8229833,0.012112567
ISIC_0337921,0.0012850666
ISIC_1404780,0.022905763
ISIC_5351443,0.027342439
ISIC_9924951,7.166286e-05
ISIC_4466413,0.09157055
ISIC_4553633,0.057487484
ISIC_8570402,0.011453279
ISIC_1892011,0.013797896
ISIC_7267769,4.05434e-05
ISIC_9330485,0.026002023
ISIC_1382220,0.01916458
ISIC_9668332,0.0068780533
ISIC_9624268,0.018781051
ISIC_2428698,0.011975749
ISIC_5137911,0.113063656
ISIC_1160040,0.030260442
ISIC_7607335,0.0001444312
ISIC_2164933,0.30059215
ISIC_2881128,0.016179416
ISIC_2115449,0.00034260945
ISIC_7518524,0.013356298
ISIC_9891650,0.007571254
ISIC_2168257,7.958564e-05
ISIC_0476011,0.03454269
ISIC_7803253,0.05875363
ISIC_7710816,0.0002740798
ISIC_3128244,0.00032163784
ISIC_2879257,0.0008154426
ISIC_4527227,3.88703e-05
ISIC_7889231,0.12248357
ISIC_0860320,0.0009012705
ISIC_9690422,0.21473622
ISIC_9051287,0.07944271
ISIC_9242141,0.0005324314
ISIC_5744565,8.5346255e-05
ISIC_1247284,9.457606e-05
ISIC_9603237,3.3208864e-05
ISIC_2637323,3.727587e-05
ISIC_0740862,0.0046892255
ISIC_9425937,0.013124756
ISIC_9608159,0.07200121
ISIC_2743947,0.00010534787
ISIC_6119208,8.370598e-05
ISIC_4311592,0.18460882
ISIC_3858314,0.008601106
ISIC_3622776,0.01444048
ISIC_4487429,0.00022140022
ISIC_1797795,0.039174438
ISIC_6335980,0.0011625598
ISIC_7435292,0.00019070283
ISIC_0639140,0.0001573148
ISIC_3791435,0.019429004
ISIC_0561634,0.0035607503
ISIC_0787851,0.14433172
ISIC_6655888,0.067103416
ISIC_6674653,0.021377275
ISIC_9776608,0.0025160708
ISIC_6898841,5.874621e-05
ISIC_8881641,4.1514762e-05
ISIC_4129321,0.006639469
ISIC_8475681,0.077055685
ISIC_2678247,0.05135597
ISIC_8729274,0.0008804939
ISIC_2282949,0.058222808
ISIC_0988665,0.011625171
ISIC_2395624,0.017809732
ISIC_9045131,0.006999106
ISIC_5253149,5.95025e-05
ISIC_5418694,0.017984081
ISIC_9957107,0.0188687
ISIC_5273043,0.0004880651
ISIC_8063080,0.00023761846
ISIC_5986786,0.0010766048
ISIC_6066129,0.026178608
ISIC_1556906,0.06276427
ISIC_0860318,0.037275862
ISIC_5488982,0.0047362917
ISIC_5571436,0.018973758
ISIC_2440407,1.9768733e-05
ISIC_4638310,0.012028825
ISIC_8098872,0.00024088076
ISIC_3846727,0.002895899
ISIC_2969502,0.00025163265
ISIC_7192100,0.04827372
ISIC_6400502,5.959568e-05
ISIC_4722942,4.022008e-05
ISIC_0856856,5.6648016e-05
ISIC_8289245,0.0087670535
ISIC_9219421,0.004149468
ISIC_8668530,0.00013747538
ISIC_5541912,0.15722026
ISIC_5821293,0.004722662
ISIC_1062359,0.00011432269
ISIC_5618133,0.004755422
ISIC_2596574,0.0004178932
ISIC_6183124,0.0020162552
ISIC_7767350,0.0008231678
ISIC_4198984,6.217689e-05
ISIC_6954994,0.017185314
ISIC_4391904,0.0066051693
ISIC_6348271,0.0005953978
ISIC_3505358,7.217193e-05
ISIC_5221354,4.9751583e-05
ISIC_6591387,0.014298732
ISIC_2634743,0.016363459
ISIC_6988514,0.018392825
ISIC_8456171,0.058114063
ISIC_6531410,0.00013462991
ISIC_7770394,3.0113972e-05
ISIC_1570838,0.00034283416
ISIC_4350093,0.001291076
ISIC_8827933,0.002136822
ISIC_8011205,7.173622e-05
ISIC_5892920,0.006109757
ISIC_1823608,0.22541784
ISIC_3969411,0.15102744
ISIC_6857991,7.246563e-05
ISIC_0674644,0.001520086
ISIC_3635300,0.026815066
ISIC_8095882,0.018598309
ISIC_1954547,0.00072455005
ISIC_3090246,3.0177483e-05
ISIC_8195528,0.0011270331
ISIC_6480121,0.023312619
ISIC_5857303,4.512294e-05
ISIC_9891484,0.0001710745
ISIC_7685853,9.78207e-05
ISIC_1212587,0.0039702402
ISIC_6245575,0.00032203452
ISIC_2123513,0.007094635
ISIC_3267259,4.603143e-05
ISIC_5505507,0.022113368
ISIC_8283435,0.047642834
ISIC_1185006,0.015424326
ISIC_5306841,0.015184945
ISIC_7452871,0.107645325
ISIC_7839220,0.000118602606
ISIC_2293310,0.0002273337
ISIC_0639951,0.00022143498
ISIC_6140723,0.00017672025
ISIC_6188916,3.142264e-05
ISIC_7183931,0.0001244405
ISIC_5418679,6.940627e-05
ISIC_3163773,0.0010567075
ISIC_4036621,0.00024867358
ISIC_0481059,0.00017576915
ISIC_8740452,0.0009243125
ISIC_1546653,0.00040592914
ISIC_6319958,0.000117342686
ISIC_6381852,0.0024244809
ISIC_7296554,0.00012633472
ISIC_4288522,0.09854963
ISIC_8231949,0.0559097
ISIC_5422432,0.04309046
ISIC_8430053,0.0029701728
ISIC_2281160,0.0017470997
ISIC_2388532,5.422585e-05
ISIC_2445235,0.010198934
ISIC_3178212,6.1091545e-05
ISIC_9118358,0.0005619521
ISIC_1988058,4.6229557e-05
ISIC_8809821,0.030992407
ISIC_7183212,0.01882482
ISIC_4524900,0.08589231
ISIC_1590829,0.009641818
ISIC_7636321,0.010260339
ISIC_5541513,0.00017675768
ISIC_8551262,0.010310564
ISIC_7453962,4.8493912e-05
ISIC_8979131,0.023802541
ISIC_0504868,0.028912975
ISIC_0485996,0.035980165
ISIC_7323249,0.10737904
ISIC_6234702,8.584081e-05
ISIC_7637219,1.486897e-05
ISIC_9660528,0.05886838
ISIC_4099950,0.010199747
ISIC_3461423,0.0027708446
ISIC_8113573,0.00017887169
ISIC_3303961,0.009628574
ISIC_8187413,1.9774312e-05
ISIC_4456116,7.295653e-05
ISIC_7582764,0.0019326684
ISIC_4457587,2.0924324e-05
ISIC_7847981,3.568419e-05
ISIC_3012305,0.03255594
ISIC_5620520,2.858309e-05
ISIC_3859689,0.031950083
ISIC_2988939,0.004053717
ISIC_3592731,0.0379199
ISIC_2661598,0.00377266
ISIC_2374446,0.00796649
ISIC_8791603,0.0031252746
ISIC_4129376,0.00040073646
ISIC_1866859,3.1887714e-05
ISIC_2853454,0.069429606
ISIC_9348809,0.11219342
ISIC_5263643,0.0009528869
ISIC_8899352,9.313368e-05
ISIC_5137061,6.163193e-05
ISIC_0903175,0.003581763
ISIC_7928614,0.00030697865
ISIC_2706427,0.040122103
ISIC_5260050,0.11261916
ISIC_4331481,0.11599276
ISIC_9580562,0.00033853124
ISIC_8772865,0.19382821
ISIC_3597558,0.06880469
ISIC_7301963,2.4761091e-05
ISIC_3721142,0.02283204
ISIC_9469079,0.050218917
ISIC_4565708,0.0022517382
ISIC_3556039,0.0015542121
ISIC_3100885,0.00023675636
ISIC_5104241,0.032736294
ISIC_2736540,0.01700819
ISIC_7201189,0.00038642582
ISIC_7918246,7.132286e-05
ISIC_7983259,0.022753483
ISIC_3086038,0.0025914253
ISIC_6607895,0.0007474196
ISIC_2252958,1.712176e-05
ISIC_8228433,0.04510122
ISIC_3066296,3.482751e-05
ISIC_0377965,0.0794739
ISIC_2315118,0.037483703
ISIC_6571026,7.1618415e-05
ISIC_7343798,0.00023559578
ISIC_5525952,0.0006496191
ISIC_2000319,0.00022952787
ISIC_3863648,2.7282615e-05
ISIC_8048181,0.011230233
ISIC_7121365,0.00027851475
ISIC_7578547,0.00012742293
ISIC_6635931,0.0004030539
ISIC_2876651,6.3257794e-05
ISIC_2644189,0.030325515
ISIC_4828380,0.056881595
ISIC_1573905,0.0012483423
ISIC_3426857,0.0073132436
ISIC_1715406,0.012091348
ISIC_9013967,0.03501472
ISIC_1161247,0.00515074
ISIC_9267267,2.6592183e-05
ISIC_2364385,0.0023617696
ISIC_2750230,0.06757118
ISIC_4857711,0.0312452
ISIC_6656563,0.05924941
ISIC_4781205,0.0006866709
ISIC_3341501,2.4827023e-05
ISIC_5313579,3.418426e-05
ISIC_1373573,0.00018332298
ISIC_9588065,0.00016111597
ISIC_7707538,0.023642221
ISIC_2038480,0.03379528
ISIC_0522865,0.015486474
ISIC_5486725,0.0012982412
ISIC_6289590,8.794817e-05
ISIC_4013692,0.00016210211
ISIC_3590167,0.011953158
ISIC_3531360,0.00011320429
ISIC_2851852,0.004485929
ISIC_4936610,0.013389185
ISIC_0612291,4.4756755e-05
ISIC_4912369,0.000666113
ISIC_9437380,3.276958e-05
ISIC_3023452,5.613999e-05
ISIC_8849458,0.00030099778
ISIC_8049827,0.029403074
ISIC_2279329,0.00011413292
ISIC_4921130,0.023617066
ISIC_8805730,9.018698e-05
ISIC_2488468,0.037412237
ISIC_0580068,0.14777778
ISIC_5620480,0.0014391871
ISIC_0487460,0.010871075
ISIC_1598478,0.01324036
ISIC_4502443,0.000368568
ISIC_2841488,5.103371e-05
ISIC_1577621,0.0009271712
ISIC_0363695,5.5190492e-05
ISIC_3990546,0.07387203
ISIC_9549857,0.027476085
ISIC_1719433,0.09020195
ISIC_7894682,0.00052818813
ISIC_7997639,0.009672855
ISIC_1641226,0.00033677949
ISIC_1145963,0.00722098
ISIC_7175127,0.0015120802
ISIC_3003627,4.278096e-05
ISIC_4923457,0.00012525513
ISIC_7220701,0.042516865
ISIC_4824758,0.00040795628
ISIC_1258362,0.03334952
ISIC_9520758,0.00970747
ISIC_4728756,0.025223061
ISIC_7931739,9.9551784e-05
ISIC_1361832,0.00026600432
ISIC_2003357,0.047815233
ISIC_0278130,4.1380335e-05
ISIC_4148681,0.0043570995
ISIC_2909958,0.046233393
ISIC_7834330,0.000108295695
ISIC_8957088,0.02960558
ISIC_7205039,0.060877126
ISIC_3087402,0.00013997113
ISIC_8380387,4.5939378e-05
ISIC_1696862,0.00038847982
ISIC_4656707,0.0028320344
ISIC_7994548,1.8388084e-05
ISIC_4742279,2.186498e-05
ISIC_7897925,0.09688143
ISIC_8265669,0.028821817
ISIC_3246029,9.231018e-05
ISIC_6638869,0.0022084818
ISIC_5365617,0.013801373
ISIC_2109549,0.042192392
ISIC_2269075,0.012290153
ISIC_0659878,0.00012921273
ISIC_0652205,0.043440785
ISIC_7563744,7.856146e-05
ISIC_1344585,0.027404685
ISIC_7416912,0.004351925
ISIC_5347727,0.005404939
ISIC_4737109,0.008873504
ISIC_0356904,0.13933122
ISIC_5536710,0.00042251832
ISIC_8712028,5.8166836e-05
ISIC_0432164,0.0032953036
ISIC_6598023,0.015694479
ISIC_1519645,0.006326309
ISIC_8922355,0.037399873
ISIC_1534609,0.023850888
ISIC_2458845,0.00041334188
ISIC_8799089,0.04800808
ISIC_7803118,5.2862342e-05
ISIC_2982630,5.362104e-05
ISIC_2428478,0.021839475
ISIC_7007173,0.005436418
ISIC_9516313,0.02278168
ISIC_2586968,1.7978991e-05
ISIC_9240657,0.028921146
ISIC_1973815,0.12990175
ISIC_3368733,0.0010107082
ISIC_1128317,0.002908075
ISIC_6450034,0.2838342
ISIC_0960741,0.0024262767
ISIC_3573323,0.0019419091
ISIC_6263886,0.0008192311
ISIC_3867863,0.010586069
ISIC_4569978,0.010626653
ISIC_7024060,0.00013283137
ISIC_2203239,0.016554497
ISIC_4518384,0.022403885
ISIC_7715260,0.013840765
ISIC_5239856,0.08128957
ISIC_5583917,0.033198003
ISIC_2245069,0.10315813
ISIC_8550170,0.00032081903
ISIC_3373242,0.039777372
ISIC_6922243,0.00018239391
ISIC_7001063,0.07975656
ISIC_3237290,0.0011774511
ISIC_4004775,0.19104794
ISIC_3768701,0.006196358
ISIC_3455818,0.0005803194
ISIC_1976444,0.05800984
ISIC_2173158,0.0003548185
ISIC_1995369,0.09059576
ISIC_1796223,0.0027784535
ISIC_3441196,3.5466095e-05
ISIC_8421033,0.003894206
ISIC_0547769,0.06422646
ISIC_5122173,0.0019199208
ISIC_8404470,0.037113063
ISIC_0796372,1.6945256e-05
ISIC_1975145,0.0010019785
ISIC_7734359,0.023086203
ISIC_9895220,0.0013035728
ISIC_6754684,0.0013838123
ISIC_3365873,0.0005602438
ISIC_2916510,2.7186363e-05
ISIC_9101055,0.00043547765
ISIC_7452515,6.0844362e-05
ISIC_2942220,0.000996859
ISIC_2305427,6.451068e-05
ISIC_8508985,0.02236765
ISIC_9743638,0.09021755
ISIC_6107681,0.00037222888
ISIC_7055266,0.0007227206
ISIC_8669560,0.0020326097
ISIC_2917378,0.00032557096
ISIC_7724906,0.037772942
ISIC_9555702,0.00033401782
ISIC_5399014,0.00021967702
ISIC_4100970,0.0068737515
ISIC_3402327,0.036087986
ISIC_1594110,2.7511647e-05
ISIC_3596219,0.0025732818
ISIC_5955793,5.87e-05
ISIC_1009958,0.00061857153
ISIC_2257833,0.0026135554
ISIC_7716727,0.00012672455
ISIC_6518041,0.01876691
ISIC_5321144,0.008654052
ISIC_6855540,0.000110771216
ISIC_7282441,0.18813634
ISIC_0778724,6.57291e-05
ISIC_3113701,0.021609193
ISIC_4948642,0.011754428
ISIC_7721649,0.00015308736
ISIC_9637180,0.00013546053
ISIC_0557377,0.00022933398
ISIC_3006101,0.027642403
ISIC_7248566,1.8704026e-05
ISIC_1744817,0.00026177667
ISIC_3114110,0.0011747355
ISIC_6499613,0.025758743
ISIC_5740617,0.00090304104
ISIC_4271140,0.0005049768
ISIC_1092241,0.0004900393
ISIC_9682473,0.011421162
ISIC_0277354,0.00037889686
ISIC_8146801,0.10187097
ISIC_8663353,0.007985668
ISIC_4788195,3.317279e-05
ISIC_4238548,0.00012242874
ISIC_1655731,0.029015122
ISIC_3093810,3.0983883e-05
ISIC_2058911,0.00077931135
ISIC_1123509,0.0002354546
ISIC_2855626,0.04230268
ISIC_0623444,0.0007465253
ISIC_5315062,0.11722187
ISIC_0206758,0.0007758394
ISIC_1533383,0.00023879307
ISIC_6364462,0.0003020095
ISIC_1938535,0.21621326
ISIC_6850647,2.4716514e-05
ISIC_4433244,0.033676647
ISIC_8238508,2.6672593e-05
ISIC_8293201,1.572118e-05
ISIC_3246485,0.0052623865
ISIC_0987830,3.174035e-05
ISIC_9546061,0.0028749395
ISIC_6074454,0.14491342
ISIC_6382207,0.21042882
ISIC_5712974,0.0011280956
ISIC_8648734,0.019312128
ISIC_6793830,0.008981239
ISIC_6689310,0.006973248
ISIC_0978194,0.000163279
ISIC_1274228,0.0018716948
ISIC_2094324,4.819029e-05
ISIC_5868210,0.03315223
ISIC_3492670,0.00024369024
ISIC_4789328,0.003968506
ISIC_9059311,0.024299106
ISIC_1600448,0.0062180636
ISIC_9543945,0.0023928317
ISIC_5919604,0.0016967364
ISIC_7718526,0.016084222
ISIC_9535651,5.8289075e-05
ISIC_1284397,0.014691955
ISIC_7894765,0.010271545
ISIC_3526122,0.096422814
ISIC_7649074,0.00030683965
ISIC_8236300,0.005781818
ISIC_0177190,0.00038978574
ISIC_1695424,0.010839379
ISIC_4827954,3.8773418e-05
ISIC_6571305,0.000106668485
ISIC_7914964,0.015850393
ISIC_6256726,0.00035096813
ISIC_8047872,0.001447074
ISIC_9936937,0.12507838
ISIC_5808758,0.00011351384
ISIC_6298228,0.0005822338
ISIC_1566523,0.0010440919
ISIC_4150885,0.0011296875
ISIC_8418303,0.00042357924
ISIC_5131452,2.8171533e-05
ISIC_5610178,0.023224592
ISIC_7150966,0.040725645
ISIC_2222090,0.05942632
ISIC_1193108,0.00056380866
ISIC_8301536,0.00059487333
ISIC_5182148,0.021678085
ISIC_2259986,0.018467609
ISIC_3808474,0.068921104
ISIC_8263741,0.00035273688
ISIC_1344537,0.009500044
ISIC_0928581,0.031339113
ISIC_0281404,0.05832639
ISIC_4679971,2.29245e-05
ISIC_1958612,0.0044640503
ISIC_2142673,3.64657e-05
ISIC_6924502,0.000541747
ISIC_9196424,0.025856495
ISIC_4226673,3.8660783e-05
ISIC_5899357,0.014236604
ISIC_9877357,0.00015703017
ISIC_4404649,0.010905382
ISIC_2132139,0.0012609593
ISIC_5642824,0.19587831
ISIC_6417037,0.000107286825
ISIC_0371038,9.869792e-05
ISIC_1000648,0.0004142771
ISIC_1504363,0.020262381
ISIC_2315448,0.00018752221
ISIC_5053869,0.000106200285
ISIC_6941010,0.03358664
ISIC_3584411,0.0038835506
ISIC_7778110,0.03278377
ISIC_2922381,0.05138739
ISIC_2279449,0.04253203
ISIC_3957475,0.00051109627
ISIC_0490442,4.2299038e-05
ISIC_4182214,2.4500245e-05
ISIC_4247550,0.00018286599
ISIC_4469805,0.06148209
ISIC_8718269,0.00028555543
ISIC_0183256,0.00021439527
ISIC_2849717,0.0008553103
ISIC_2085439,0.08137641
ISIC_2162118,0.00021908311
ISIC_9956744,0.00027077718
ISIC_2502855,0.00059829
ISIC_4958578,0.0053416216
ISIC_6441985,0.048362754
ISIC_5449822,0.09902521
ISIC_4590810,3.432707e-05
ISIC_5307523,0.039653927
ISIC_4972972,0.025878629
ISIC_0522974,0.00042505175
ISIC_7759630,0.00026873103
ISIC_7894744,0.0001547256
ISIC_6326406,0.037973203
ISIC_2317156,0.00019297171
ISIC_7968800,0.001288221
ISIC_5367506,0.11326971
ISIC_9760093,4.0390423e-05
ISIC_0850181,0.00025030758
ISIC_4165761,0.10948612
ISIC_6673875,0.04176445
ISIC_9573024,0.00016325759
ISIC_0225245,0.0005847888
ISIC_9492873,2.5409443e-05
ISIC_8622070,0.0072821467
ISIC_7418664,0.26410705
ISIC_5012067,0.035254605
ISIC_4229978,0.081144765
ISIC_2369713,0.00033331374
ISIC_7984985,0.045836102
ISIC_6248789,0.040549006
ISIC_3427958,4.0184266e-05
ISIC_6785041,0.09260629
ISIC_9002603,0.02050894
ISIC_8905841,0.00011927549
ISIC_5212189,0.00020463963
ISIC_7896286,0.015521643
ISIC_8773478,0.028550763
ISIC_7443391,0.001645905
ISIC_5708658,0.004335094
ISIC_9703983,0.017015478
ISIC_8200593,4.703581e-05
ISIC_7173520,0.026253989
ISIC_2126316,0.0012193489
ISIC_7400458,0.07250308
ISIC_1973320,0.00016170749
ISIC_2500254,1.9999043e-05
ISIC_4177043,0.0051855682
ISIC_6477782,0.0013626865
ISIC_5258551,0.008180803
ISIC_7634156,0.005534856
ISIC_9493710,0.0026758406
ISIC_5667461,0.012485693
ISIC_8066098,0.00058898295
ISIC_3337775,0.013475922
ISIC_5049137,5.7067595e-05
ISIC_2212352,6.888848e-05
ISIC_9448599,9.472004e-05
ISIC_3408802,0.001416354
ISIC_6644834,0.00073458644
ISIC_2063479,0.0057638707
ISIC_8376027,0.000607684
ISIC_7164403,0.002260024
ISIC_4454485,0.027960211
ISIC_3244067,0.09074225
ISIC_0761049,0.0013518129
ISIC_7312097,0.037624806
ISIC_8361302,0.003734015
ISIC_5119949,3.9787392e-05
ISIC_3936041,0.003599795
ISIC_5586799,1.5615195e-05
ISIC_4680528,0.012017454
ISIC_8322372,0.0084598195
ISIC_2199280,8.393586e-05
ISIC_2137041,0.03826165
ISIC_7841993,0.0035386463
ISIC_2201327,0.00043220428
ISIC_3249704,0.00032897646
ISIC_3708739,0.00030062787
ISIC_8889856,0.00010790623
ISIC_1724802,0.00017636541
ISIC_9027622,0.023556292
ISIC_6524810,0.0035508878
ISIC_8433108,7.8370635e-05
ISIC_1258986,0.012271791
ISIC_7445800,0.00014323491
ISIC_7133051,9.1447684e-05
ISIC_5962462,0.05965094
ISIC_4325003,1.709362e-05
ISIC_0147817,0.0023428795
ISIC_3653492,0.0006644059
ISIC_2291059,4.764512e-05
ISIC_4267683,0.00016210534
ISIC_2079121,0.00017310538
ISIC_8407448,9.4520474e-05
ISIC_1152559,0.00087520183
ISIC_2001699,0.0034182833
ISIC_8967786,0.00011758161
ISIC_2611977,0.0043175737
ISIC_1296490,0.07092583
ISIC_9443041,1.3447175e-05
ISIC_3216482,0.036366157
ISIC_5550714,0.000527512
ISIC_7491389,4.5593137e-05
ISIC_5239242,0.00054046785
ISIC_1660143,4.002079e-05
ISIC_3037952,0.038704548
ISIC_9048192,0.00018796009
ISIC_3353450,0.025691444
ISIC_8083174,2.375878e-05
ISIC_7798358,8.864707e-05
ISIC_2369620,0.011456094
ISIC_6655383,0.0028422445
ISIC_4920166,0.0056610573
ISIC_7783914,0.00019157944
ISIC_9317378,0.00042015064
ISIC_9846729,0.00041596015
ISIC_9599187,0.032576635
ISIC_9478930,0.040680606
ISIC_6018782,6.852518e-05
ISIC_8868666,0.0664066
ISIC_8070555,0.056750305
ISIC_9284203,0.009872078
ISIC_9724506,0.0014099816
ISIC_2694059,0.0021059678
ISIC_9438011,0.05968953
ISIC_7654562,0.00012197512
ISIC_3677577,3.7143527e-05
ISIC_6307850,0.00080883363
ISIC_3504715,0.019082239
ISIC_0959160,0.044443022
ISIC_6627659,0.0009695965
ISIC_7482149,0.008898155
ISIC_8670684,0.0020029133
ISIC_3003137,0.00011745196
ISIC_2255492,0.02189026
ISIC_6830549,0.00011858968
ISIC_9086604,0.00026363012
ISIC_5047172,0.00044144582
ISIC_9524576,0.00015020987
ISIC_3873580,0.007449738
ISIC_4975243,0.0003971293
ISIC_6440753,0.0005808064
ISIC_1389620,0.1138918
ISIC_8910102,0.006053737
ISIC_4471783,0.15724431
ISIC_1694480,0.00056909013
ISIC_6951464,0.018739583
ISIC_7511011,4.2352094e-05
ISIC_1833259,0.08721166
ISIC_2654412,0.07526914
ISIC_2027628,4.1762858e-05
ISIC_0198375,9.05595e-06
ISIC_4301302,0.001639692
ISIC_1972082,0.037590064
ISIC_1164612,0.00845871
ISIC_1395664,0.045805525
ISIC_3203303,0.038324863
ISIC_1963008,0.0132575305
ISIC_1928712,0.038001113
ISIC_0912033,0.033700243
ISIC_2151178,8.0886406e-05
ISIC_4602050,0.0021894544
ISIC_6334015,0.0004704443
ISIC_8082988,0.078379475
ISIC_1573974,0.0061861044
ISIC_0787585,0.0022357681
ISIC_4043580,5.2402298e-05
ISIC_1137455,0.17825232
ISIC_7070384,0.00011076763
ISIC_6783285,0.00014729325
ISIC_5152600,0.06079718
ISIC_5304633,0.0063551962
ISIC_4298624,0.00017419794
ISIC_3255427,0.0023262547
ISIC_0183290,0.0022886677
ISIC_2121292,5.231911e-05
ISIC_4141491,3.598688e-05
ISIC_3824766,0.00025879568
ISIC_3884719,0.07039797
ISIC_0538298,0.0015642289
ISIC_7386476,0.00014325726
ISIC_9888186,0.005351138
ISIC_9496098,0.00014780868
ISIC_5649978,0.006942877
ISIC_1410153,0.0009616284
ISIC_7399986,0.0043082056
ISIC_4539623,2.3815846e-05
ISIC_5557021,0.0022438644
ISIC_7105681,2.9108536e-05
ISIC_3070178,0.025858248
ISIC_9597731,0.03154295
ISIC_8194809,0.0058943904
ISIC_4809078,0.12599671
ISIC_5142479,0.00012515123
ISIC_3356216,3.24123e-05
ISIC_8136027,0.09210581
ISIC_4748023,4.5999677e-05
ISIC_8813415,0.019200802
ISIC_6207535,0.0054987315
ISIC_7109307,0.025557382
ISIC_7302213,0.033868708
ISIC_2109393,0.00016900174
ISIC_2712447,0.027685134
ISIC_0607852,0.003228424
ISIC_4144198,7.8594574e-05
ISIC_0258061,0.098162614
ISIC_0738587,0.10739186
ISIC_1393771,0.0158755
ISIC_8979026,4.645753e-05
ISIC_6669601,0.12303241
ISIC_2362696,0.00022131592
ISIC_5725266,0.034455154
ISIC_1467289,0.018771715
ISIC_3456207,0.0011209479
ISIC_5029669,0.041828793
ISIC_3746498,0.0023366131
ISIC_3564263,0.013629654
ISIC_4365445,0.076845475
ISIC_0381169,0.054564077
ISIC_1637588,0.00029109084
ISIC_4331395,0.0571764
ISIC_2156021,0.0067769894
ISIC_7409797,1.381685e-05
